501,firefox.com,OK
502,stackoverflow.com,OK
503,discord.media,OK
504,blogger.com,OK
505,gitlab.com,OK
506,sophos.com,OK
507,shein.com,OK
508,netease.com,OK
509,deviantart.com,OK
510,crpt.ru,OK
511,wix.com,OK
512,ezvizlife.com,OK
513,paloaltonetworks.com,OK
514,elasticbeanstalk.com,OK
515,visualstudio.com,WP
516,ietf.org,OK
517,trustpilot.com,OK
518,free.fr,OK
519,rlcdn.com,N/A
520,nypost.com,6.5.7
521,rutube.ru,OK
522,outbrain.com,OK
523,patreon.com,OK
524,bidmachine.io,OK
525,sentinelone.net,N/A
526,ft.com,OK
527,cloudns.net,OK
528,imgur.com,OK
529,bsky.app,OK
530,intel.com,OK
531,jquery.com,6.9
532,163.com,OK
533,atlassian.com,OK
534,duckdns.org,N/A
535,t-online.de,OK
536,myqcloud.com,OK
537,fast.com,OK
538,byteglb.com,N/A
539,tencent-cloud.net,OK
540,name-services.com,N/A
541,cnet.com,OK
542,svc.ms,N/A
543,trendmicro.com,OK
544,amazon.co.jp,OK
545,target.com,OK
546,playstation.com,OK
547,yahoodns.net,N/A
548,vtwenty.com,N/A
549,sina.com.cn,OK
550,360safe.com,OK
551,2gis.com,OK
552,docker.com,6.8.3
553,spaceweb.pro,OK
554,worldnic.com,OK
555,hicloud.com,N/A
556,expireddomains.com,OK
557,newsweek.com,OK
558,tplinkcloud.com,OK
559,rakuten.co.jp,OK
560,rt.ru,OK
561,buzzfeed.com,OK
562,surveymonkey.com,OK
563,squarespace.com,OK
564,hotjar.com,OK
565,gdemoideti.ru,OK
566,intercom.io,OK
567,force.com,WP
568,branch.io,OK
569,amazontrust.com,OK
570,alicdn.com,OK
571,braze.com,OK
572,whecloud.com,N/A
573,salesforceliveagent.com,WP
574,yelp.com,OK
575,oup.com,OK
576,awswaf.com,N/A
577,nike.com,OK
578,dynatrace.com,OK
579,berkeley.edu,OK
580,avito.ru,OK
581,googlezip.net,N/A
582,britannica.com,OK
583,onetrust.com,OK
584,run.app,OK
585,uk.com,OK
586,okta.com,OK
587,licdn.com,N/A
588,g.co,OK
589,qualtrics.com,WP
590,loc.gov,OK
591,ikea.com,OK
592,ted.com,OK
593,deepl.com,OK
594,accuweather.com,OK
595,shutterstock.com,OK
596,ovscdns.com,N/A
597,twimg.com,N/A
598,samsungapps.com,OK
599,ca.gov,OK
600,cookielaw.org,OK
601,adobedtm.com,N/A
602,cncdn.com,N/A
603,ozone.ru,OK
604,chinamobile.com,OK
605,scdn.co,N/A
606,easebar.com,N/A
607,awsglobalaccelerator.com,N/A
608,dnspod.net,OK
609,conviva.com,OK
610,cbsnews.com,OK
611,browser-intake-datadoghq.com,OK
612,alidns.com,OK
613,tapad.com,OK
614,live.net,N/A
615,tandfonline.com,OK
616,wattpad.com,OK
617,t-mobile.com,OK
618,klaviyo.com,WP
619,adform.net,OK
620,he.net,OK
621,dnsimple.com,OK
622,typekit.net,OK
623,stackadapt.com,WP
624,bytefcdn-ttpus.com,N/A
625,nel.goog,N/A
626,mailchimp.com,OK
627,xerox.com,OK
628,smaato.net,N/A
629,optimizely.com,OK
630,afternic.com,OK
631,ieee.org,OK
632,tbcache.com,OK
633,aboutads.info,OK
634,newrelic.com,OK
635,agkn.com,N/A
636,pendo.io,OK
637,gandi-ns.fr,N/A
638,ring.com,OK
639,oraclecloud.com,OK
640,hostgator.com,OK
641,jotform.com,WP
642,withgoogle.com,OK
643,w3schools.com,OK
644,elpais.com,OK
645,avsxappcaptiveportal.com,OK
646,hath.network,OK
647,pinimg.com,OK
648,livejournal.com,OK
649,vidaahub.com,N/A
650,yieldmo.com,6.9
651,1rx.io,N/A
652,brave.com,OK
653,noaa.gov,OK
654,substack.com,OK
655,techcrunch.com,6.8.3
656,dfn.nl,OK
657,gm.com,OK
658,bytefcdn-ttpeu.com,N/A
659,crwdcntrl.net,OK
660,warnerbros.com,OK
661,amazon.fr,OK
662,ups.com,OK
663,impervadns.net,N/A
664,amazon.ca,OK
665,bamgrid.com,N/A
666,quantserve.com,OK
667,myhuaweicloud.com,N/A
668,grammarly.io,N/A
669,cambridge.org,OK
670,cdnhwc1.com,N/A
671,fb.com,OK
672,pvp.net,N/A
673,cloudflareinsights.com,OK
674,marriott.com,OK
675,mozgcp.net,N/A
676,anydesk.com,OK
677,zillow.com,OK
678,spiegel.de,OK
679,ks-cdn.com,N/A
680,telekom.net,OK
681,bidr.io,N/A
682,service.gov.uk,OK
683,asus.com,OK
684,rackspace.net,OK
685,lemonde.fr,OK
686,viber.com,OK
687,queniuaa.com,N/A
688,rbc.ru,OK
689,33across.com,OK
690,wp.pl,OK
691,redhat.com,OK
692,e-msedge.net,N/A
693,steamstatic.com,N/A
694,heylink.me,OK
695,onelink.me,6.5.5
696,gumgum.com,OK
697,box.com,OK
698,samsungacr.com,N/A
699,mediafire.com,OK
700,mlb.com,OK
701,creativecdn.com,OK
702,exp-tas.com,N/A
703,ya.ru,OK
704,people.com,OK
705,dbankcloud.com,N/A
706,shopee.co.id,OK
707,xvideos.com,OK
708,bugsnag.com,OK
709,rackspace.com,OK
710,tencent.com,OK
711,telephony.goog,OK
712,arxiv.org,OK
713,unesco.org,OK
714,theverge.com,WP
715,imrworldwide.com,N/A
716,myspace.com,OK
717,hihonorcloud.com,OK
718,homedepot.com,OK
719,miwifi.com,OK
720,mixpanel.com,OK
721,airbnb.com,OK
722,githubusercontent.com,N/A
723,bitrix24.ru,OK
724,disqus.com,OK
725,sagepub.com,OK
726,discordapp.com,OK
727,contextweb.com,OK
728,webmd.com,OK
729,google.cn,OK
730,fiverr.com,OK
731,everesttech.net,OK
732,latimes.com,OK
733,mgts.ru,OK
734,omnitagjs.com,N/A
735,shopee.com.br,OK
736,amazon.in,OK
737,life360.com,OK
738,bestbuy.com,OK
739,xiaohongshu.com,OK
740,ipify.org,OK
741,prnewswire.com,OK
742,iso.org,OK
743,rakuten.com,OK
744,curseforge.com,OK
745,nbcnews.com,OK
746,wswebcdn.com,N/A
747,amazon.es,OK
748,a-mo.net,OK
749,fontawesome.com,OK
750,betweendigital.com,OK
751,criteo.net,N/A
752,namebrightdns.com,N/A
753,bandcamp.com,OK
754,turn.com,N/A
755,amazon.it,OK
756,nikkei.com,OK
757,datadoghq.com,OK
758,usps.com,OK
759,kaspi.kz,OK
760,liftoff.io,OK
761,washington.edu,WP
762,volcfcdndvs.com,N/A
763,me.com,OK
764,usgovcloudapi.net,N/A
765,zemanta.com,WP
766,1drv.com,OK
767,adobedc.net,N/A
768,disneyplus.com,OK
769,aniview.com,6.8.2
770,lgtvcommon.com,N/A
771,lenovo.com,OK
772,tremorhub.com,OK
773,investopedia.com,OK
774,singular.net,WP
775,adjust.com,OK
776,recaptcha.net,OK
777,vivo.com.cn,OK
778,ssl-images-amazon.com,N/A
779,aliyuncsslbintl.com,N/A
780,azure-dns.com,N/A
781,unrulymedia.com,OK
782,mayoclinic.org,OK
783,perfectdomain.com,OK
784,lefigaro.fr,OK
785,primevideo.com,OK
786,fda.gov,OK
787,teads.tv,OK
788,thesun.co.uk,6.5.7
789,xbox.com,OK
790,mdpi.com,OK
791,typeform.com,OK
792,appspot.com,OK
793,edgecastdns.net,N/A
794,allegro.pl,OK
795,azure-devices.net,N/A
796,academia.edu,OK
797,ameblo.jp,OK
798,edna.ru,6.9
799,unpkg.com,OK
800,lwsdns.com,OK
801,kontur.ru,OK
802,no-ip.com,WP
803,pccc.com,6.9
804,hbr.org,WP
805,apnews.com,OK
806,globalsign.com,OK
807,change.org,OK
808,healthline.com,WP
809,welt.de,OK
810,upwork.com,OK
811,360.cn,OK
812,freepik.com,OK
813,onetag-sys.com,OK
814,onlyfans.com,OK
815,huffpost.com,OK
816,name.com,OK
817,stickyadstv.com,OK
818,sapo.pt,OK
819,mozilla.net,N/A
820,usda.gov,OK
821,isappcloud.com,N/A
822,kargo.com,OK
823,news.com.au,OK
824,allaboutcookies.org,OK
825,python.org,OK
826,genius.com,OK
827,atlassian.net,OK
828,midea.com.cn,OK
829,flashtalking.com,OK
830,hindustantimes.com,OK
831,go-mpulse.net,N/A
832,spotifycdn.com,N/A
833,pornhub.com,OK
834,theatlantic.com,OK
835,digitalocean.com,OK
836,nominetdns.uk,N/A
837,dbankcloud.ru,N/A
838,fidelity.com,OK
839,geobasket.ru,N/A
840,markmonitor.com,OK
841,ebay.co.uk,OK
842,cox.net,OK
843,dbankcloud.cn,N/A
844,eu-1-id5-sync.com,OK
845,zoho.com,OK
846,btloader.com,OK
847,nationalgeographic.com,OK
848,bankofamerica.com,OK
849,bild.de,OK
850,princeton.edu,OK
851,discogs.com,OK
852,figma.com,OK
853,themeforest.net,OK
854,166.com,OK
855,networkadvertising.org,WP
856,agoda.com,OK
857,onet.pl,OK
858,synology.com,OK
859,deltaork.com,OK
860,cursor.sh,OK
861,mailchi.mp,OK
862,samsungosp.com,N/A
863,tplinknbu.com,N/A
864,smartthings.com,OK
865,youku.com,OK
866,supercell.com,OK
867,cloudinary.com,WP
868,threads.com,OK
869,ctdns.cn,N/A
870,herokudns.com,N/A
871,intentiq.com,WP
872,fbsbx.com,OK
873,linklist.bio,OK
874,stripchat.com,OK
875,hm.com,OK
876,onesignal.com,OK
877,otto.de,OK
878,biblegateway.com,OK
879,redd.it,OK
880,kick.com,OK
881,lowes.com,OK
882,kickstarter.com,OK
883,sedo.com,OK
884,aiv-delivery.net,N/A
885,prodregistryv2.org,OK
886,whitehouse.gov,OK
887,vegalb.com,N/A
888,kunluncan.com,OK
889,mckinsey.com,OK
890,segment.io,OK
891,pexels.com,OK
892,bluehost.com,OK
893,shopeemobile.com,OK
894,zenecn.net,N/A
895,cloudsink.net,N/A
896,adgrx.com,N/A
897,wps.com,OK
898,epa.gov,OK
899,immedia-semi.com,N/A
900,nintendo.net,N/A
901,cdnhwc2.com,N/A
902,openstreetmap.org,OK
903,realtor.com,OK
904,vkuseraudio.net,OK
905,nhk.or.jp,N/A
906,hostgator.com.br,OK
907,daum.net,OK
908,huffingtonpost.com,OK
909,netgear.com,OK
910,dribbble.com,OK
911,arcgis.com,OK
912,google.fr,OK
913,pbs.org,OK
914,worldbank.org,OK
915,seznam.cz,OK
916,ubnt.com,OK
917,chaturbate.com,OK
918,samsungcloudsolution.net,N/A
919,character.ai,OK
920,web.de,OK
921,binance.com,OK
922,presage.io,OK
923,amazon.com.br,OK
924,attn.tv,OK
925,capcut.com,OK
926,cdn-vk.ru,N/A
927,seedtag.com,WP
928,mgslb.com,N/A
929,utorrent.com,OK
930,ebay.de,OK
931,merriam-webster.com,OK
932,adblockplus.org,OK
933,mercadolivre.com.br,OK
934,kunlungr.com,OK
935,4dex.io,N/A
936,kslawin.com,N/A
937,repubblica.it,OK
938,beget.com,OK
939,kwai.com,OK
940,corriere.it,WP
941,kueezrtb.com,OK
942,ad.gt,OK
943,moloco.com,OK
944,chess.com,OK
945,dreamhost.com,WP
946,mercadolibre.com.ar,OK
947,kohls.com,OK
948,mgid.com,OK
949,www.gov.br,OK
950,tesla.com,OK
951,eporner.com,OK
952,xnxx.com,OK
953,ryanair.com,OK
954,t-bank-app.ru,OK
955,costco.com,OK
956,elmundo.es,OK
957,amazon.com.au,OK
958,nexusmods.com,OK
959,firebaseio.com,N/A
960,gamepass.com,OK
961,ovh.net,OK
962,focus.de,OK
963,leiniao.com,OK
964,tiktokw.us,N/A
965,onedrive.com,OK
966,microsoftapp.net,N/A
967,google.co.jp,OK
968,linode.com,OK
969,pixiv.net,OK
970,ubi.com,OK
971,garmin.com,OK
972,pandora.com,OK
973,columbia.edu,OK
974,caixa.gov.br,OK
975,tinkoff.ru,OK
976,readthedocs.io,OK
977,heytapmobi.com,OK
978,dns.cn,OK
979,bol.com,OK
980,agora.io,OK
981,leparisien.fr,OK
982,rayjump.com,OK
983,alphonso.tv,6.8.3
984,ancestry.com,OK
985,google.nl,OK
986,lavanguardia.com,OK
987,hugedomains.com,OK
988,split.io,OK
989,incapdns.net,N/A
990,docomo.ne.jp,OK
991,frontiersin.org,OK
992,jetbrains.com,OK
993,fbpigeon.com,N/A
994,cbc.ca,OK
995,russianpost.ru,OK
996,ttlivecdn.com,N/A
997,epicgames.dev,OK
998,google.ca,OK
999,staples.com,OK
1000,transsion-os.com,N/A
